Дата;Часы;Факт, Мвт*ч;Плановая температура;
22.10.2013;15;7,249;2;
22.10.2013;16;7,216;2;
22.10.2013;17;7,036;1;
22.10.2013;18;7,111;0;
22.10.2013;19;6,976;-1;
22.10.2013;20;6,976;-1;
22.10.2013;21;6,995;-2;
22.10.2013;22;7,132;-2;
22.10.2013;23;7,076;-2;
23.10.2013;0;7,162;-2;
23.10.2013;1;7,09;-2;
23.10.2013;2;7,09;-2;
23.10.2013;3;6,989;-1;
23.10.2013;4;7,053;-1;
23.10.2013;5;7,144;-1;
23.10.2013;6;7,115;0;
23.10.2013;7;6,998;0;
23.10.2013;8;7,031;0;
23.10.2013;9;6,943;0;
23.10.2013;10;6,96;0;
23.10.2013;11;6,892;0;
23.10.2013;12;7,061;0;
23.10.2013;13;6,985;1;
23.10.2013;14;6,754;1;
23.10.2013;15;7,019;1;
23.10.2013;16;6,921;1;
23.10.2013;17;6,952;1;
23.10.2013;18;7,119;2;
23.10.2013;19;7,28;2;
23.10.2013;20;7,215;2;
23.10.2013;21;7,225;2;
23.10.2013;22;7,086;3;
23.10.2013;23;7,044;3;
24.10.2013;0;6,976;3;
24.10.2013;1;7,102;3;
24.10.2013;2;7,216;3;
24.10.2013;3;7,187;3;
24.10.2013;4;7,074;2;
24.10.2013;5;6,964;2;
24.10.2013;6;6,972;1;
24.10.2013;7;6,955;1;
24.10.2013;8;6,893;1;
24.10.2013;9;6,938;0;
24.10.2013;10;6,94;0;
24.10.2013;11;6,964;0;
24.10.2013;12;7,01;0;
24.10.2013;13;6,922;0;
24.10.2013;14;6,989;0;
24.10.2013;15;6,994;0;
24.10.2013;16;7,123;0;
24.10.2013;17;7,002;-1;
24.10.2013;18;6,96;-1;
24.10.2013;19;6,88;-2;
24.10.2013;20;6,879;-2;
24.10.2013;21;6,926;-2;
24.10.2013;22;6,994;-3;
24.10.2013;23;6,897;-3;
25.10.2013;0;7,17;-2;
25.10.2013;1;7,119;-3;
25.10.2013;2;6,998;-3;
25.10.2013;3;7,199;-3;
25.10.2013;4;7,082;-4;
25.10.2013;5;7,149;-4;
25.10.2013;6;7,102;-3;
25.10.2013;7;7,057;-3;
25.10.2013;8;7,068;-3;
25.10.2013;9;7,103;-2;
25.10.2013;10;7,165;-2;
25.10.2013;11;7,053;-2;
25.10.2013;12;7,09;-1;
25.10.2013;13;7,178;-1;
25.10.2013;14;7,208;-1;
25.10.2013;15;7,107;-2;
25.10.2013;16;7,089;-2;
25.10.2013;17;7,095;-2;
25.10.2013;18;7,174;-2;
25.10.2013;19;7,094;-2;
25.10.2013;20;7,044;-2;
25.10.2013;21;7,182;-2;
25.10.2013;22;7,283;-2;
25.10.2013;23;7,144;-2;
26.10.2013;0;7,209;-2;
26.10.2013;1;7,244;-2;
26.10.2013;2;7,25;-2;
26.10.2013;3;7,233;-3;
26.10.2013;4;7,355;-3;
26.10.2013;5;7,278;-3;
26.10.2013;6;7,347;-3;
26.10.2013;7;7,149;-2;
26.10.2013;8;7,237;-2;
26.10.2013;9;7,233;-2;
26.10.2013;10;7,216;-1;
26.10.2013;11;7,06;-1;
26.10.2013;12;7,141;0;
26.10.2013;13;7,149;0;
26.10.2013;14;7,073;0;
26.10.2013;15;7,031;-1;
26.10.2013;16;7,01;-1;
26.10.2013;17;7,128;-2;
26.10.2013;18;7,015;-3;
26.10.2013;19;6,959;-3;
26.10.2013;20;6,968;-3;
26.10.2013;21;7,036;-4;
26.10.2013;22;6,984;-4;
26.10.2013;23;7,045;-4;
27.10.2013;0;7,085;-3;
27.10.2013;1;7,179;-3;
27.10.2013;2;7,123;-3;
27.10.2013;3;7,106;-3;
27.10.2013;4;7,011;-4;
27.10.2013;5;6,935;-4;
27.10.2013;6;6,867;-3;
27.10.2013;7;6,901;-3;
27.10.2013;8;6,914;-2;
27.10.2013;9;6,876;-2;
27.10.2013;10;6,989;-1;
27.10.2013;11;7,01;0;
27.10.2013;12;6,951;0;
27.10.2013;13;6,897;1;
27.10.2013;14;7,027;1;
27.10.2013;15;6,977;0;
27.10.2013;16;6,926;0;
27.10.2013;17;6,712;-1;
27.10.2013;18;6,619;-1;
27.10.2013;19;6,687;-1;
27.10.2013;20;6,981;-1;
27.10.2013;21;7,036;-1;
27.10.2013;22;6,951;-1;
27.10.2013;23;6,96;-1;
28.10.2013;0;7,043;-1;
28.10.2013;1;7,073;-1;
28.10.2013;2;7,074;-1;
28.10.2013;3;7,002;-1;
28.10.2013;4;6,909;-1;
28.10.2013;5;6,91;-1;
28.10.2013;6;7,039;-1;
28.10.2013;7;6,943;-1;
28.10.2013;8;6,85;-1;
28.10.2013;9;7,015;-1;
28.10.2013;10;7,182;-1;
28.10.2013;11;7,263;0;
28.10.2013;12;7,081;0;
28.10.2013;13;7,145;0;
28.10.2013;14;7,065;0;
28.10.2013;15;7,102;0;
28.10.2013;16;7,023;0;
28.10.2013;17;6,926;0;
28.10.2013;18;6,918;0;
28.10.2013;19;7,09;0;
28.10.2013;20;7,023;0;
28.10.2013;21;7,153;0;
28.10.2013;22;7,111;0;
28.10.2013;23;7,035;0;
29.10.2013;0;6,699;1;
29.10.2013;1;7,07;1;
29.10.2013;2;6,985;1;
29.10.2013;3;7,048;1;
29.10.2013;4;7,006;1;
29.10.2013;5;6,876;2;
29.10.2013;6;7,102;2;
29.10.2013;7;7,191;2;
29.10.2013;8;7,165;2;
29.10.2013;9;7,049;2;
29.10.2013;10;7,131;2;
29.10.2013;11;7,061;2;
29.10.2013;12;7,106;2;
29.10.2013;13;7,108;1;
29.10.2013;14;7,119;1;
29.10.2013;15;7,137;1;
29.10.2013;16;6,997;1;
29.10.2013;17;7,216;1;
29.10.2013;18;7,144;0;
29.10.2013;19;7,166;0;
29.10.2013;20;7,119;0;
29.10.2013;21;7,053;0;
29.10.2013;22;6,892;0;
29.10.2013;23;6,914;0;
30.10.2013;0;6,834;0;
30.10.2013;1;6,976;0;
30.10.2013;2;6,763;0;
30.10.2013;3;6,393;-1;
30.10.2013;4;6,308;-1;
30.10.2013;5;6,078;-1;
30.10.2013;6;5,817;-1;
30.10.2013;7;5,603;-1;
30.10.2013;8;5,512;-1;
30.10.2013;9;5,456;-1;
30.10.2013;10;5,405;-1;
30.10.2013;11;5,314;-1;
30.10.2013;12;5,381;-1;
30.10.2013;13;5,338;-1;
30.10.2013;14;5,351;-1;
30.10.2013;15;5,339;-1;
30.10.2013;16;5,38;-1;
30.10.2013;17;5,331;-1;
30.10.2013;18;5,262;-1;
30.10.2013;19;5,301;-1;
30.10.2013;20;5,293;-1;
30.10.2013;21;5,401;-1;
30.10.2013;22;5,444;0;
30.10.2013;23;5,574;0;
31.10.2013;0;0;0;
31.10.2013;1;0;1;
31.10.2013;2;0;1;
31.10.2013;3;0;2;
31.10.2013;4;0;2;
31.10.2013;5;0;3;
31.10.2013;6;0;3;
31.10.2013;7;0;3;
31.10.2013;8;0;3;
31.10.2013;9;0;4;
31.10.2013;10;0;4;
31.10.2013;11;0;3;
31.10.2013;12;0;3;
31.10.2013;13;0;3;
31.10.2013;14;0;3;
31.10.2013;15;0;2;
31.10.2013;16;0;2;
31.10.2013;17;0;2;
31.10.2013;18;0;2;
31.10.2013;19;0;2;
31.10.2013;20;0;2;
31.10.2013;21;0;2;
31.10.2013;22;0;2;
31.10.2013;23;0;2;
01.11.2013;0;5,561;1;
01.11.2013;1;5,545;1;
01.11.2013;2;5,527;1;
01.11.2013;3;5,599;1;
01.11.2013;4;5,629;1;
01.11.2013;5;5,628;1;
01.11.2013;6;5,569;1;
01.11.2013;7;5,658;2;
01.11.2013;8;5,616;2;
01.11.2013;9;5,532;4;
01.11.2013;10;5,599;5;
01.11.2013;11;5,498;6;
01.11.2013;12;5,549;7;
01.11.2013;13;5,661;8;
01.11.2013;14;5,718;9;
01.11.2013;15;5,607;10;
01.11.2013;16;5,687;9;
01.11.2013;17;5,632;9;
01.11.2013;18;5,671;8;
01.11.2013;19;5,607;8;
01.11.2013;20;5,671;7;
01.11.2013;21;5,716;7;
01.11.2013;22;5,78;7;
01.11.2013;23;5,574;6;
02.11.2013;0;5,624;6;
02.11.2013;1;5,729;6;
02.11.2013;2;5,792;6;
02.11.2013;3;5,78;6;
02.11.2013;4;5,729;6;
02.11.2013;5;5,709;6;
02.11.2013;6;5,708;6;
02.11.2013;7;5,704;6;
02.11.2013;8;5,968;7;
02.11.2013;9;6,661;7;
02.11.2013;10;6,251;8;
02.11.2013;11;6,065;10;
02.11.2013;12;6,048;11;
02.11.2013;13;6,175;12;
02.11.2013;14;6,225;12;
02.11.2013;15;6,279;12;
02.11.2013;16;6,661;11;
02.11.2013;17;7,149;11;
02.11.2013;18;7,359;10;
02.11.2013;19;7,242;10;
02.11.2013;20;7,257;10;
02.11.2013;21;7,54;10;
02.11.2013;22;7,56;10;
02.11.2013;23;7,3;9;
03.11.2013;0;7,405;9;
03.11.2013;1;7,502;9;
03.11.2013;2;7,627;8;
03.11.2013;3;7,721;7;
03.11.2013;4;7,551;6;
03.11.2013;5;7,582;5;
03.11.2013;6;7,657;5;
03.11.2013;7;7,509;4;
03.11.2013;8;7,196;3;
03.11.2013;9;7,392;3;
03.11.2013;10;7,279;3;
03.11.2013;11;7,095;3;
03.11.2013;12;7,119;3;
03.11.2013;13;7,14;3;
03.11.2013;14;7,141;3;
03.11.2013;15;7,018;3;
03.11.2013;16;7,14;3;
03.11.2013;17;7,183;2;
03.11.2013;18;7,174;2;
03.11.2013;19;7,245;2;
03.11.2013;20;7,141;2;
03.11.2013;21;7,17;1;
03.11.2013;22;7,052;1;
03.11.2013;23;7,157;1;
04.11.2013;0;7,178;0;
04.11.2013;1;7,166;0;
04.11.2013;2;7,228;0;
04.11.2013;3;6,943;0;
04.11.2013;4;6,893;0;
04.11.2013;5;6,993;0;
04.11.2013;6;7,124;0;
04.11.2013;7;6,981;0;
04.11.2013;8;7,039;0;
04.11.2013;9;7,057;1;
04.11.2013;10;7,056;2;
04.11.2013;11;6,964;2;
04.11.2013;12;6,96;3;
04.11.2013;13;7,015;4;
04.11.2013;14;7,051;4;
04.11.2013;15;7,208;4;
04.11.2013;16;7,015;3;
04.11.2013;17;7,035;2;
04.11.2013;18;7,103;1;
04.11.2013;19;7,153;1;
04.11.2013;20;7,014;1;
04.11.2013;21;6,871;1;
04.11.2013;22;6,872;1;
04.11.2013;23;6,935;1;
05.11.2013;0;6,951;1;
05.11.2013;1;7,086;2;
05.11.2013;2;7,074;2;
05.11.2013;3;7,131;2;
05.11.2013;4;6,998;2;
05.11.2013;5;7,069;2;
05.11.2013;6;6,989;2;
05.11.2013;7;7,111;2;
05.11.2013;8;6,993;2;
05.11.2013;9;7,149;3;
05.11.2013;10;7,065;4;
05.11.2013;11;7,107;6;
05.11.2013;12;7,119;7;
05.11.2013;13;6,981;8;
05.11.2013;14;7,115;8;
05.11.2013;15;7,191;8;
05.11.2013;16;7,346;7;
05.11.2013;17;7,149;6;
05.11.2013;18;7,187;6;
05.11.2013;19;7,102;5;
05.11.2013;20;7,245;5;
05.11.2013;21;7,154;5;
05.11.2013;22;7,173;5;
05.11.2013;23;7,196;5;
06.11.2013;0;7,321;5;
06.11.2013;1;7,275;5;
06.11.2013;2;7,153;5;
06.11.2013;3;7,274;5;
06.11.2013;4;7,229;5;
06.11.2013;5;7,401;5;
06.11.2013;6;7,3;5;
06.11.2013;7;7,203;5;
06.11.2013;8;7,334;5;
06.11.2013;9;7,261;6;
06.11.2013;10;7,326;7;
06.11.2013;11;7,183;7;
06.11.2013;12;7,233;8;
06.11.2013;13;7,219;9;
06.11.2013;14;7,338;9;
06.11.2013;15;7,435;9;
06.11.2013;16;7,4;8;
06.11.2013;17;7,397;8;
06.11.2013;18;7,304;7;
06.11.2013;19;7,354;7;
06.11.2013;20;7,221;7;
06.11.2013;21;7,43;7;
06.11.2013;22;7,397;7;
06.11.2013;23;7,313;7;
07.11.2013;0;7,328;7;
07.11.2013;1;7,246;7;
07.11.2013;2;7,455;7;
07.11.2013;3;7,372;7;
07.11.2013;4;7,363;7;
07.11.2013;5;7,229;7;
07.11.2013;6;7,329;7;
07.11.2013;7;7,384;7;
07.11.2013;8;7,594;7;
07.11.2013;9;8,296;7;
07.11.2013;10;7,799;8;
07.11.2013;11;7,742;8;
07.11.2013;12;7,815;9;
07.11.2013;13;7,88;9;
07.11.2013;14;7,758;9;
07.11.2013;15;7,855;9;
07.11.2013;16;7,82;9;
07.11.2013;17;7,796;8;
07.11.2013;18;7,619;8;
07.11.2013;19;7,367;8;
07.11.2013;20;7,531;7;
07.11.2013;21;7,708;7;
07.11.2013;22;7,61;7;
07.11.2013;23;7,582;7;
08.11.2013;0;7,539;7;
08.11.2013;1;7,532;7;
08.11.2013;2;7,602;7;
08.11.2013;3;7,619;7;
08.11.2013;4;7,628;6;
08.11.2013;5;7,653;6;
08.11.2013;6;7,694;6;
08.11.2013;7;7,788;6;
08.11.2013;8;7,833;6;
08.11.2013;9;7,85;6;
08.11.2013;10;7,959;6;
08.11.2013;11;7,868;7;
08.11.2013;12;7,665;7;
08.11.2013;13;7,909;7;
08.11.2013;14;7,863;7;
08.11.2013;15;7,993;7;
08.11.2013;16;7,934;6;
08.11.2013;17;7,897;6;
08.11.2013;18;8,101;6;
08.11.2013;19;7,893;6;
08.11.2013;20;8,047;6;
08.11.2013;21;7,956;6;
08.11.2013;22;8,021;6;
08.11.2013;23;7,919;5;
09.11.2013;0;8,005;6;
09.11.2013;1;7,955;5;
09.11.2013;2;7,989;5;
09.11.2013;3;7,905;5;
09.11.2013;4;7,913;5;
09.11.2013;5;7,888;5;
09.11.2013;6;7,837;5;
09.11.2013;7;7,783;5;
09.11.2013;8;7,863;5;
09.11.2013;9;7,867;5;
09.11.2013;10;7,733;5;
09.11.2013;11;7,733;6;
09.11.2013;12;7,833;6;
09.11.2013;13;7,867;6;
09.11.2013;14;7,947;6;
09.11.2013;15;7,959;6;
09.11.2013;16;7,774;5;
09.11.2013;17;7,729;5;
09.11.2013;18;7,775;5;
09.11.2013;19;7,782;5;
09.11.2013;20;7,872;5;
09.11.2013;21;7,85;5;
09.11.2013;22;7,837;5;
09.11.2013;23;7,847;5;
10.11.2013;0;7,774;5;
10.11.2013;1;7,741;5;
10.11.2013;2;7,863;5;
10.11.2013;3;7,914;5;
10.11.2013;4;7,736;5;
10.11.2013;5;7,577;5;
10.11.2013;6;7,594;5;
10.11.2013;7;7,603;5;
10.11.2013;8;7,509;5;
10.11.2013;9;6,985;5;
10.11.2013;10;7,028;5;
10.11.2013;11;7,061;5;
10.11.2013;12;6,833;5;
10.11.2013;13;6,98;5;
10.11.2013;14;7,032;5;
10.11.2013;15;7,032;4;
10.11.2013;16;7,157;4;
10.11.2013;17;7,11;4;
10.11.2013;18;6,956;4;
10.11.2013;19;6,993;3;
10.11.2013;20;7,133;3;
10.11.2013;21;7,245;3;
10.11.2013;22;7,17;2;
10.11.2013;23;7,123;2;
11.11.2013;0;7,17;1;
11.11.2013;1;7,312;0;
11.11.2013;2;7,322;-1;
11.11.2013;3;7,203;-1;
11.11.2013;4;7,161;-2;
11.11.2013;5;7,162;-2;
11.11.2013;6;7,199;-2;
11.11.2013;7;7,022;-2;
11.11.2013;8;7,221;-1;
11.11.2013;9;7,233;-1;
11.11.2013;10;7,199;0;
11.11.2013;11;7,052;1;
11.11.2013;12;7,077;2;
11.11.2013;13;7,111;2;
11.11.2013;14;7,132;2;
11.11.2013;15;7,162;2;
11.11.2013;16;7,191;2;
11.11.2013;17;7,241;2;
11.11.2013;18;7,22;2;
11.11.2013;19;7,233;2;
11.11.2013;20;7,065;2;
11.11.2013;21;7,11;2;
11.11.2013;22;7,225;2;
11.11.2013;23;7,154;1;
12.11.2013;0;7,194;1;
12.11.2013;1;7,166;1;
12.11.2013;2;7,123;1;
12.11.2013;3;7,145;1;
12.11.2013;4;7,073;0;
12.11.2013;5;7,019;0;
12.11.2013;6;7,194;0;
12.11.2013;7;7,066;0;
12.11.2013;8;7,115;0;
12.11.2013;9;7,052;1;
12.11.2013;10;7,225;1;
12.11.2013;11;7,186;2;
12.11.2013;12;7,179;3;
12.11.2013;13;7,039;4;
12.11.2013;14;7,292;4;
12.11.2013;15;7,253;3;
12.11.2013;16;7,249;3;
12.11.2013;17;7,204;3;
12.11.2013;18;7,254;3;
12.11.2013;19;7,216;2;
12.11.2013;20;7,279;2;
12.11.2013;21;7,3;2;
12.11.2013;22;7,359;2;
12.11.2013;23;7,321;2;
13.11.2013;0;7,401;2;
13.11.2013;1;7,22;2;
13.11.2013;2;7,174;2;
13.11.2013;3;7,178;2;
13.11.2013;4;7,04;3;
13.11.2013;5;6,775;3;
13.11.2013;6;6,501;3;
13.11.2013;7;6,053;3;
13.11.2013;8;5,994;3;
13.11.2013;9;5,977;4;
13.11.2013;10;5,985;4;
13.11.2013;11;5,75;4;
13.11.2013;12;5,919;5;
13.11.2013;13;6,086;5;
13.11.2013;14;6,577;5;
13.11.2013;15;6,784;5;
13.11.2013;16;6,825;5;
13.11.2013;17;6,918;5;
13.11.2013;18;6,985;5;
13.11.2013;19;7,014;5;
13.11.2013;20;7,196;5;
13.11.2013;21;7,194;5;
13.11.2013;22;7,061;5;
13.11.2013;23;7,061;5;
14.11.2013;0;7,082;5;
14.11.2013;1;7,094;5;
14.11.2013;2;6,989;4;
14.11.2013;3;7,061;4;
14.11.2013;4;6,854;4;
14.11.2013;5;7,141;4;
14.11.2013;6;7,123;4;
14.11.2013;7;7,145;4;
14.11.2013;8;7,236;4;
14.11.2013;9;7,229;4;
14.11.2013;10;7,339;4;
14.11.2013;11;7,228;5;
14.11.2013;12;7,228;5;
14.11.2013;13;7,053;5;
14.11.2013;14;7,341;4;
14.11.2013;15;7,187;4;
14.11.2013;16;7,317;4;
14.11.2013;17;7,149;4;
14.11.2013;18;7,173;3;
14.11.2013;19;7,259;3;
14.11.2013;20;7,136;3;
14.11.2013;21;7,149;2;
14.11.2013;22;7,195;2;
14.11.2013;23;7,098;2;
15.11.2013;0;7,195;2;
15.11.2013;1;7,132;2;
15.11.2013;2;7,228;2;
15.11.2013;3;7,195;2;
15.11.2013;4;7,145;2;
15.11.2013;5;7,052;2;
15.11.2013;6;7,111;2;
15.11.2013;7;7,024;2;
15.11.2013;8;7,039;2;
15.11.2013;9;7,102;2;
15.11.2013;10;7,044;3;
15.11.2013;11;7,061;3;
15.11.2013;12;7,048;3;
15.11.2013;13;7,048;4;
15.11.2013;14;7,12;4;
15.11.2013;15;7,123;3;
15.11.2013;16;7,023;3;
15.11.2013;17;7,145;2;
15.11.2013;18;7,102;2;
15.11.2013;19;7,048;2;
15.11.2013;20;7,153;2;
15.11.2013;21;7,056;2;
15.11.2013;22;7,191;1;
15.11.2013;23;7,191;1;
16.11.2013;0;7,195;1;
16.11.2013;1;7,241;1;
16.11.2013;2;6,986;1;
16.11.2013;3;6,883;0;
16.11.2013;4;7,031;0;
16.11.2013;5;7,196;0;
16.11.2013;6;7,161;0;
16.11.2013;7;7,216;0;
16.11.2013;8;7,174;0;
16.11.2013;9;7,077;0;
16.11.2013;10;7,128;0;
16.11.2013;11;6,985;1;
16.11.2013;12;6,922;1;
16.11.2013;13;6,989;1;
16.11.2013;14;7,111;1;
16.11.2013;15;7,187;1;
16.11.2013;16;7,182;0;
16.11.2013;17;7,129;0;
16.11.2013;18;7,19;0;
16.11.2013;19;7,271;0;
16.11.2013;20;7,174;-1;
16.11.2013;21;7,194;-1;
16.11.2013;22;7,086;-1;
16.11.2013;23;6,91;-1;
17.11.2013;0;6,963;-1;
17.11.2013;1;7,086;-1;
17.11.2013;2;7,024;-1;
17.11.2013;3;7,136;-2;
17.11.2013;4;6,955;-2;
17.11.2013;5;7,17;-3;
17.11.2013;6;7,106;-3;
17.11.2013;7;7,103;-3;
17.11.2013;8;7,158;-3;
17.11.2013;9;7,14;-3;
17.11.2013;10;7,145;-3;
17.11.2013;11;7,031;-3;
17.11.2013;12;7,094;-3;
17.11.2013;13;7,199;-3;
17.11.2013;14;7,208;-3;
17.11.2013;15;6,875;-3;
17.11.2013;16;7,111;-3;
17.11.2013;17;7,019;-4;
17.11.2013;18;7,09;-4;
17.11.2013;19;7,019;-4;
17.11.2013;20;7,04;-5;
17.11.2013;21;6,901;-5;
17.11.2013;22;6,888;-5;
17.11.2013;23;7,048;-5;
18.11.2013;0;7,077;-5;
18.11.2013;1;7,044;-5;
18.11.2013;2;6,905;-6;
18.11.2013;3;7,04;-6;
18.11.2013;4;7,089;-6;
18.11.2013;5;6,961;-6;
18.11.2013;6;6,981;-6;
18.11.2013;7;6,955;-6;
18.11.2013;8;6,956;-6;
18.11.2013;9;7,056;-6;
18.11.2013;10;7,006;-5;
18.11.2013;11;6,863;-4;
18.11.2013;12;6,846;-4;
18.11.2013;13;6,956;-4;
18.11.2013;14;6,901;-4;
18.11.2013;15;6,88;-5;
18.11.2013;16;6,674;-5;
18.11.2013;17;6,725;-5;
18.11.2013;18;6,729;-6;
18.11.2013;19;6,581;-6;
18.11.2013;20;6,545;-6;
18.11.2013;21;6,506;-6;
18.11.2013;22;6,46;-7;
18.11.2013;23;6,439;-7;
19.11.2013;0;6,338;-7;
19.11.2013;1;6,363;-7;
19.11.2013;2;6,393;-8;
19.11.2013;3;6,309;-8;
19.11.2013;4;6,409;-8;
19.11.2013;5;6,385;-8;
19.11.2013;6;6,372;-8;
19.11.2013;7;6,288;-8;
19.11.2013;8;6,279;-8;
19.11.2013;9;6,36;-7;
19.11.2013;10;6,174;-6;
19.11.2013;11;6,266;-5;
19.11.2013;12;6,179;-4;
19.11.2013;13;6,246;-4;
19.11.2013;14;6,308;-4;
19.11.2013;15;6,41;-5;
19.11.2013;16;6,645;-5;
19.11.2013;17;6,649;-6;
19.11.2013;18;6,624;-6;
19.11.2013;19;6,686;-6;
19.11.2013;20;6,713;-6;
19.11.2013;21;6,632;-6;
19.11.2013;22;6,737;-7;
19.11.2013;23;6,633;-7;
20.11.2013;0;6,594;-7;
20.11.2013;1;6,599;-7;
20.11.2013;2;6,64;-7;
20.11.2013;3;6,561;-7;
20.11.2013;4;6,564;-7;
20.11.2013;5;6,574;-7;
20.11.2013;6;6,506;-6;
20.11.2013;7;6,368;-6;
20.11.2013;8;6,48;-6;
20.11.2013;9;6,499;-5;
20.11.2013;10;6,325;-5;
20.11.2013;11;6,38;-4;
20.11.2013;12;6,149;-3;
20.11.2013;13;6,238;-3;
20.11.2013;14;6,212;-3;
20.11.2013;15;6,461;-4;
20.11.2013;16;6,539;-4;
20.11.2013;17;6,62;-4;
20.11.2013;18;6,724;-4;
20.11.2013;19;6,44;-5;
20.11.2013;20;6,379;-5;
20.11.2013;21;6,339;-5;
20.11.2013;22;6,497;-5;
20.11.2013;23;6,431;-5;
21.11.2013;0;6,511;-4;
21.11.2013;1;6,455;-4;
21.11.2013;2;6,359;-4;
21.11.2013;3;6,376;-4;
21.11.2013;4;6,381;-4;
21.11.2013;5;6,396;-4;
21.11.2013;6;6,469;-3;
21.11.2013;7;6,451;-3;
21.11.2013;8;6,532;-3;
21.11.2013;9;6,339;-3;
21.11.2013;10;6,396;-3;
21.11.2013;11;6,33;-2;
21.11.2013;12;6,321;-2;
21.11.2013;13;6,276;-2;
21.11.2013;14;6,233;-2;
21.11.2013;15;6,308;-2;
21.11.2013;16;6,452;-2;
21.11.2013;17;6,507;-3;
21.11.2013;18;6,338;-3;
21.11.2013;19;6,355;-3;
21.11.2013;20;6,375;-3;
21.11.2013;21;6,372;-4;
21.11.2013;22;6,28;-4;
21.11.2013;23;6,237;-4;
22.11.2013;0;6,296;-5;
22.11.2013;1;6,313;-5;
22.11.2013;2;6,322;-5;
22.11.2013;3;6,35;-5;
22.11.2013;4;6,259;-6;
22.11.2013;5;6,309;-6;
22.11.2013;6;6,372;-6;
22.11.2013;7;6,426;-6;
22.11.2013;8;6,363;-6;
22.11.2013;9;6,347;-6;
22.11.2013;10;6,376;-6;
22.11.2013;11;6,476;-6;
22.11.2013;12;6,482;-6;
22.11.2013;13;6,464;-6;
22.11.2013;14;6,556;-7;
22.11.2013;15;6,482;-7;
22.11.2013;16;6,334;-7;
22.11.2013;17;6,393;-7;
22.11.2013;18;6,27;-8;
22.11.2013;19;6,25;-8;
22.11.2013;20;6,402;-8;
22.11.2013;21;6,501;-8;
22.11.2013;22;6,448;-9;
22.11.2013;23;6,372;-9;
23.11.2013;0;6,422;-9;
23.11.2013;1;6,481;-10;
23.11.2013;2;6,599;-10;
23.11.2013;3;6,636;-10;
23.11.2013;4;6,62;-11;
23.11.2013;5;6,519;-11;
23.11.2013;6;6,61;-11;
23.11.2013;7;6,545;-11;
23.11.2013;8;6,665;-11;
23.11.2013;9;6,683;-10;
23.11.2013;10;6,682;-10;
23.11.2013;11;6,515;-10;
23.11.2013;12;6,641;-10;
23.11.2013;13;6,54;-10;
23.11.2013;14;6,615;-10;
23.11.2013;15;6,607;-10;
23.11.2013;16;6,628;-11;
23.11.2013;17;6,615;-11;
23.11.2013;18;6,507;-11;
23.11.2013;19;6,438;-12;
23.11.2013;20;6,431;-12;
23.11.2013;21;6,527;-12;
23.11.2013;22;6,422;-13;
23.11.2013;23;6,393;-13;
24.11.2013;0;6,443;-12;
24.11.2013;1;6,411;-12;
24.11.2013;2;6,342;-12;
24.11.2013;3;6,485;-11;
24.11.2013;4;6,535;-11;
24.11.2013;5;6,506;-11;
24.11.2013;6;6,511;-10;
24.11.2013;7;6,498;-10;
24.11.2013;8;6,456;-10;
24.11.2013;9;6,422;-10;
24.11.2013;10;6,195;-9;
24.11.2013;11;6,086;-9;
24.11.2013;12;6,07;-9;
24.11.2013;13;5,955;-8;
24.11.2013;14;6,066;-8;
24.11.2013;15;6,174;-8;
24.11.2013;16;6,205;-8;
24.11.2013;17;6,388;-7;
24.11.2013;18;6,271;-6;
24.11.2013;19;6,393;-6;
24.11.2013;20;6,405;-5;
24.11.2013;21;6,518;-5;
24.11.2013;22;6,427;-5;
24.11.2013;23;6,519;-4;
25.11.2013;0;6,661;-5;
25.11.2013;1;6,616;-4;
25.11.2013;2;6,641;-4;
25.11.2013;3;6,518;-4;
25.11.2013;4;6,671;-4;
25.11.2013;5;6,615;-4;
25.11.2013;6;6,716;-4;
25.11.2013;7;6,741;-4;
25.11.2013;8;6,633;-3;
25.11.2013;9;6,774;-3;
25.11.2013;10;6,645;-2;
25.11.2013;11;6,699;-2;
25.11.2013;12;6,604;-1;
25.11.2013;13;6,514;-1;
25.11.2013;14;6,578;-1;
25.11.2013;15;6,779;-1;
25.11.2013;16;6,683;-2;
25.11.2013;17;6,758;-2;
25.11.2013;18;6,699;-2;
25.11.2013;19;6,573;-2;
25.11.2013;20;6,611;-2;
25.11.2013;21;6,7;-2;
25.11.2013;22;6,725;-2;
25.11.2013;23;6,636;-3;
26.11.2013;0;6,632;-3;
26.11.2013;1;6,494;-3;
26.11.2013;2;6,7;-3;
26.11.2013;3;6,72;-3;
26.11.2013;4;6,691;-3;
26.11.2013;5;6,645;-3;
26.11.2013;6;6,346;-3;
26.11.2013;7;6,402;-4;
26.11.2013;8;6,413;-4;
26.11.2013;9;6,489;-3;
26.11.2013;10;6,52;-3;
26.11.2013;11;6,61;-2;
26.11.2013;12;6,558;-2;
26.11.2013;13;6,631;-1;
26.11.2013;14;6,548;-1;
26.11.2013;15;6,759;-2;
26.11.2013;16;6,586;-2;
26.11.2013;17;6,679;-2;
26.11.2013;18;6,723;-2;
26.11.2013;19;6,646;-2;
26.11.2013;20;6,599;-1;
26.11.2013;21;6,774;-1;
26.11.2013;22;6,569;-1;
26.11.2013;23;6,624;0;
27.11.2013;0;6,578;0;
27.11.2013;1;6,552;0;
27.11.2013;2;6,758;0;
27.11.2013;3;6,704;0;
